E11 ,5518800,
E12 ,5892250,
E13 ,0,
E14 ,0,
E15 ,0,
E16 ,0,
E17 ,10797500,
E18 ,0,
E19 ,5991650,
E21 ,0,
E22 ,0,
E23 ,0,
E24 ,0,
E25 ,10467700,
E26 ,15767850,
E27 ,0,
E28 ,0,
E29 ,5991650,
E31 ,10879750,
E32 ,0,
E33 ,0,
E34 ,11764200,
E35 ,0,
E36 ,6618330,
E37 ,0,
E38 ,0,
E39 ,11982300,
E41 ,16224077,
E42 ,5891900,
E43 ,5705975,
E44 ,0,
E45 ,0,
E46 ,0,
E47 ,5281675,
E48 ,0,
E49 ,5991650,
E51 ,28407625,
E52 ,5891900,
E53 ,4572225,
E54 ,0,
E55 ,7700,
E56 ,5389730,
E57 ,5253150,
E58 ,0,
E59 ,4493738,
E61 ,0,
E62 ,0,
E63 ,5875450,
E64 ,0,
E65 ,10511900,
E66 ,5227950,
E67 ,8953876,
E68 ,0,
E71 ,336700,
E72 ,9472215,
E73 ,0,
E74 ,71302570,
E75 ,0,
E76 ,0,
E77 ,6055000,
E78 ,0,
E81 ,37861759,
E82 ,0,
E83 ,0,
E84 ,5879650,
E85 ,5255950,
E86 ,0,
E87 ,0,
E88 ,0,
E91 ,0,
E92 ,8659350,
E93 ,0,
E94 ,11759300,
E95 ,5250700,
E96 ,0,
E97 ,5969250,
E98 ,0,
E101 ,0,
E102 ,5971350,
E103 ,0,
E104 ,5879650,
E105 ,0,
E106 ,3884213,
E107 ,11938500,
E108 ,0,
E111 ,0,
E112 ,5309150,
E113 ,40000,
E114 ,0,
E115 ,28141500,
E116 ,10324300,
E117 ,0,
E118 ,0,
E121 ,11050200,
E122 ,16963341,
E123 ,0,
E124 ,636960,
E125 ,9456300,
E126 ,0,
E127 ,0,
E128 ,0,
E131 ,0,
E132 ,0,
E133 ,5845000,
E134 ,11749600,
E135 ,5190500,
E136 ,10330600,
E137 ,5965750,
E138 ,0,
E141 ,0,
E142 ,22205400,
E143 ,45966750,
E144 ,0,
E145 ,6774500,
E146 ,5168100,
E147 ,0,
E148 ,5971700,
E151 ,0,
E152 ,0,
E153 ,29225000,
E154 ,0,
E155 ,0,
E156 ,0,
E157 ,0,
E158 ,0,
E161 ,5568500,
E162 ,0,
E163 ,0,
E164 ,0,
E165 ,0,
E166 ,0,
E167 ,0,
E168 ,0,
E171 ,4,
E172 ,0,
E173 ,32949750,
E174 ,29372000,
E175 ,9568530,
E176 ,20910800,
E177 ,210,
E178 ,3214400,
E181 ,5619250,
E182 ,0,
E183 ,11690000,
E184 ,0,
E185 ,0,
E186 ,46500,
E187 ,6658750,
E188 ,14456580,
E191 ,0,
E192 ,0,
E193 ,0,
E194 ,5874400,
E195 ,0,
E196 ,0,
E197 ,4474313,
E198 ,29858500,
E201 ,0,
E202 ,8327026,
E203 ,0,
E204 ,0,
E205 ,0,
E206 ,0,
E207 ,6718250,
E208 ,18939400,
E211 ,0,
E212 ,0,
E213 ,0,
E214 ,9867125,
E215 ,3368890,
E216 ,6684300,
E221 ,73237500,
E222 ,0,
W11,0,
W12,0,
W13,0,
W14,0,
W15,5883850,
W16,15771000,
W17,5398750,
W18,0,
W19,24043600,
W21,0,
W22,5892250,
W23,0,
W24,0,
W25,5883850,
W26,5255950,
W27,5350450,
W28,6004950,
W29,0,
W31,5399875,
W32,0,
W33,14840420,
W34,17646300,
W35,5883850,
W36,0,
W37,5312825,
W38,6004950,
W39,0,
W41,0,
W42,0,
W43,1235850,
W44,0,
W45,0,
W46,5255950,
W47,21126700,
W48,6004950,
W49,6010900,
W51,5378625,
W52,5819900,
W53,0,
W54,29410500,
W55,25331478,
W56,0,
W57,26265750,
W58,0,
W59,6010900,
W61,0,
W62,0,
W63,0,
W64,0,
W65,5255950,
W66,23823600,
W67,0,
W68,5994450,
W71,14225835,
W72,0,
W73,0,
W74,0,
W75,60683790,
W76,0,
W77,0,
W78,5950,
W81,8399905,
W82,0,
W83,11700500,
W84,5879650,
W85,0,
W86,10960572,
W87,0,
W88,5994450,
W91,11534375,
W92,0,
W93,16088190,
W94,11759300,
W95,0,
W96,0,
W97,0,
W98,0,
W101,0,
W102,0,
W103,250,
W104,0,
W105,0,
W106,0,
W107,0,
W108,0,
W111,5655300,
W112,10618300,
W113,4383750,
W114,0,
W115,5253500,
W116,0,
W117,17955000,
W118,0,
W121,11050200,
W122,0,
W123,0,
W124,7623200,
W125,0,
W126,0,
W127,11970000,
W128,0,
W131,5529300,
W132,51350,
W133,0,
W134,400000,
W135,26267500,
W136,25826500,
W137,0,
W138,0,
W141,0,
W142,0,
W143,0,
W144,17623200,
W145,0,
W146,5168100,
W147,0,
W148,0,
W151,0,
W152,5551350,
W153,17535000,
W154,0,
W155,15760500,
W156,0,
W157,5985000,
W158,29918550,
W161,4176375,
W162,0,
W163,0,
W164,5874400,
W165,0,
W166,0,
W167,0,
W168,11981900,
W171,5598950,
W172,0,
W173,0,
W174,0,
W175,0,
W176,0,
W177,17955000,
W178,0,
W181,16857750,
W182,31064850,
W183,4383750,
W184,30400,
W185,1677110,
W186,0,
W187,13466250,
W188,5990950,
W191,0,
W192,0,
W193,11690000,
W194,5874400,
W195,5253500,
W196,5280100,
W197,5925000,
W198,0,
W201,0,
W202,5551350,
W203,1535000,
W204,0,
W205,15760500,
W206,0,
W207,0,
W208,6388550,
W211,0,
W212,17197000,
W213,0,
W214,88806372,
W215,13395200,
W216,20237450,
W221,19600000,
W222,0,
,,
